cardID,username,email,prename,surname,birthDate,sex,validityDate,state,,rights,street,postcode,city
it1hz4a7,LauLac,LaLa0025@stud.hs-kl.de,Laurence,Lacombe,2001-07-20,male,2020-09-22,banned,,admin,Matthäiallee 9,41383,Oschatz
lunfghmx,ShaWes,ShWe0068@stud.hs-kl.de,Shannon,West,2002-04-26,female,2021-06-24,banned,,admin,Dörrgasse 6/9,87383,Herzberg
dquzl2r9,SuzRod,SuRo0018@stud.hs-kl.de,Suzanne,Rodrigues,1973-03-16,diverse,2021-03-31,inactive,,user,Stollweg 7/2,54075,Neunburg vorm Wald
qm48ye10,JérPie,JéPi0034@stud.hs-kl.de,Jérôme,Pierre,2014-06-05,male,2020-01-07,inactive,,user,Hans-Wilhelm-Hoffmann-Allee 1/6,40671,Osterode am Harz
iimvrxgz,AprGon,ApGo0014@stud.hs-kl.de,April,Gonzales,2001-03-31,diverse,2020-06-19,inactive,,admin,Agata-Müller-Weg 6,39026,Schwerin
sj1ativa,DarSüß,DaSü0037@stud.hs-kl.de,Darius,Süßebier,2005-05-31,diverse,2021-06-09,active,,admin,Harro-Scheibe-Gasse 641,68021,Neu-Ulm
2bs9q6ii,AdrDij,AdDi0081@stud.hs-kl.de,Adrien,Dijoux,1992-05-10,female,2021-02-10,inactive,,admin,Christophplatz 793,91022,Säckingen
i75yi933,ManHen,MaHe0005@stud.hs-kl.de,Manfred,Henk,1999-09-11,male,2021-05-13,banned,,user,Hanife-Tschentscher-Weg 1,02323,Aachen
kxbjx0o3,JacWal,JaWa0044@stud.hs-kl.de,Jacob,Walker,2000-10-31,female,2020-09-12,active,,user,Verena-Hauffer-Weg 7,01894,Passau
qqw3jpoi,MicFar,MiFa0067@stud.hs-kl.de,Michael,Farley,2008-01-26,female,2020-08-20,active,,admin,Reichmannring 0,52317,Klötze
4w6oaseo,MagMas,MaMa0063@stud.hs-kl.de,Maggie,Masson,1989-08-11,female,2021-05-26,active,,admin,Rohlederweg 8/4,88103,Stade
a00asxzp,LydSch,LySc0066@stud.hs-kl.de,Lydia,Schmidt,1996-03-29,female,2021-04-01,banned,,user,Abdul-Ditschlerin-Straße 9,23080,Brandenburg
n6zuj04j,ImmBir,ImBi0098@stud.hs-kl.de,Immo,Birnbaum,1987-11-20,male,2020-11-20,banned,,user,Aleksandar-Sontag-Allee 57,44364,Vilsbiburg
l4ss29z7,HenPic,HePi0003@stud.hs-kl.de,Henriette,Picard,1988-01-01,male,2019-09-08,banned,,admin,Heini-Rohleder-Straße 98,94755,Einbeck
uguuul4o,LisMil,LiMi0063@stud.hs-kl.de,Lisa,Miller,2015-02-08,male,2020-10-03,inactive,,admin,Hasso-Schweitzer-Ring 6/5,64497,Sankt Goar
37ilctrq,BerGir,BeGi0018@stud.hs-kl.de,Bertrand,Girard,1974-06-10,male,2021-01-28,inactive,,admin,Stolzering 9/5,22661,Lörrach
hlwa5x65,AlfNet,AlNe0057@stud.hs-kl.de,Alfred,Nette,2016-07-23,female,2020-09-28,inactive,,user,Carstenstr. 7,56604,Ingolstadt
fyr8a57b,AngMat,AnMa0036@stud.hs-kl.de,Angela,Matthews,1997-01-01,female,2021-06-18,inactive,,admin,Trappstr. 8/7,34393,Göppingen
dlyt061p,NatJun,NaJu0001@stud.hs-kl.de,Natali,Juncken,2012-01-21,diverse,2019-09-04,inactive,,admin,Ottoring 84,09975,Grevesmühlen
vlh6zkuo,AlfRou,AlRo0059@stud.hs-kl.de,Alfred,Roux,2015-12-29,female,2021-05-08,active,,admin,Tomislav-Schwital-Platz 95,30324,Großenhain
n3alw2p7,BerMey,BeMe0079@stud.hs-kl.de,Bernhardine,Meyer,2009-10-21,diverse,2020-06-19,active,,user,Weinhageplatz 7,29272,Mittweida
vk165zlf,JoaHei,JoHe0044@stud.hs-kl.de,Joana,Heidrich,1986-02-26,diverse,2020-06-13,active,,user,Henkstr. 554,56007,Neu-Ulm
mje0tgx4,KonFis,KoFi0058@stud.hs-kl.de,Konstanze,Fischer,2019-06-29,diverse,2020-12-17,active,,user,John-Stadelmann-Allee 88,17239,Günzburg
ece5oofq,EstStr,EsSt0015@stud.hs-kl.de,Ester,Striebitz,1979-09-27,diverse,2019-07-27,active,,user,Maximilian-Herrmann-Ring 948,92096,Burglengenfeld
lqxl2fae,NatBar,NaBa0031@stud.hs-kl.de,Nathalie,Barre,1987-12-12,male,2020-07-19,inactive,,admin,Cora-Mude-Allee 4/6,24019,Zschopau
ntx62rcf,JenRod,JeRo0003@stud.hs-kl.de,Jenny,Rodriguez,2002-05-20,female,2020-04-23,banned,,admin,Frieda-Nohlmans-Platz 8,49999,Schleiz
2w4spay8,DenSch,DeSc0091@stud.hs-kl.de,Denny,Schlosser,1971-11-04,male,2020-11-05,inactive,,admin,Reisingplatz 062,42384,Biedenkopf
ybysk1eh,WalBör,WaBö0017@stud.hs-kl.de,Walther,Börner,1992-05-03,diverse,2019-10-31,banned,,user,Herta-Dietz-Platz 3/1,35292,Ebermannstadt
eyg1t42r,TraZor,TrZo0033@stud.hs-kl.de,Traude,Zorbach,2000-05-07,female,2019-12-12,active,,user,Ladeckstr. 0/7,98135,Dachau
g1d25u2a,AudGar,AuGa0069@stud.hs-kl.de,Audrey,Garrett,1989-03-20,female,2020-07-27,banned,,admin,Desiree-Süßebier-Platz 471,58696,Naila
o7khio1e,DorBuc,DoBu0022@stud.hs-kl.de,Dorit,Buchholz,1993-12-29,male,2020-06-10,banned,,user,Atzlergasse 5/2,94482,Schleiz
m2n6qy07,SükBoh,SüBo0029@stud.hs-kl.de,Sükrü,Bohnbach,1984-02-07,female,2021-04-07,banned,,user,Frankeplatz 42,31234,Recklinghausen
kg8p87jl,JenShi,JeSh0043@stud.hs-kl.de,Jennifer,Shields,2013-03-01,diverse,2019-08-18,inactive,,admin,Mohauptring 371,61835,Dresden
y200cnii,RobEvr,RoEv0015@stud.hs-kl.de,Robert,Evrard,1976-03-24,female,2019-12-20,active,,user,Louis-Haering-Allee 0,76900,Quedlinburg
v94meopo,TomSch,ToSc0055@stud.hs-kl.de,Tomasz,Scheibe,1987-02-08,diverse,2021-04-21,banned,,user,Gerdi-Rädel-Gasse 817,67804,Eichstätt
w9fgoy5d,TimMau,TiMa0031@stud.hs-kl.de,Timothée,Maury,1986-12-09,female,2020-08-28,banned,,admin,Claas-Hahn-Straße 8/2,66006,Oschatz
8fvhkcuh,ConWes,CoWe0025@stud.hs-kl.de,Conrad,Wesack,1979-04-23,female,2020-04-12,active,,user,Holger-Krein-Allee 5,09516,Mittweida
bgdigcux,KarHei,KaHe0059@stud.hs-kl.de,Karl-Wilhelm,Heintze,1989-01-02,female,2020-10-17,banned,,admin,Fritz-Pölitz-Weg 457,38875,Eisenhüttenstadt
qh2fiqyc,MarHöf,MaHö0016@stud.hs-kl.de,Marcella,Höfig,2012-04-22,female,2019-10-05,banned,,user,Abdullah-Barth-Gasse 3/4,60752,Soltau
afiq143o,Birvan,Biva0071@stud.hs-kl.de,Birger,van der Dussen,1975-09-18,diverse,2020-04-30,inactive,,user,Berndt-Zahn-Allee 4/1,68436,Guben
fgcrxep4,DieHil,DiHi0098@stud.hs-kl.de,Dieter,Hiller,2018-03-04,diverse,2020-05-30,inactive,,user,Fritschallee 417,29514,Apolda
tjv8esdo,FrePoh,FrPo0079@stud.hs-kl.de,Freddy,Pohl,1992-02-27,male,2019-12-02,inactive,,admin,Liesa-Schleich-Allee 749,07625,Hildburghausen
sqhc278k,ChaBar,ChBa0015@stud.hs-kl.de,Charlotte,Baron,1991-07-08,diverse,2020-04-03,inactive,,admin,Armin-Karge-Straße 4/7,24113,Grevenbroich
yuiz8ggj,ChaMai,ChMa0068@stud.hs-kl.de,Charles,Maillet,2001-10-20,female,2020-07-23,banned,,admin,Bährstr. 3/6,20514,Parchim
sbr09rro,JanRöh,JaRö0033@stud.hs-kl.de,Janos,Röhrdanz,1997-07-22,female,2020-04-08,active,,user,Frieder-Keudel-Straße 2,11592,Calw
1cw73qyl,ChaVin,ChVi0013@stud.hs-kl.de,Chantal,Vincent,1996-06-23,female,2020-07-21,inactive,,user,Jelena-Preiß-Weg 5/3,83415,Heiligenstadt
3fznhljy,AysZim,AyZi0027@stud.hs-kl.de,Aysel,Zimmer,1984-12-02,female,2021-03-07,active,,user,Trübstraße 7,11991,Groß-Gerau
noye2pow,VirMar,ViMa0049@stud.hs-kl.de,Virginie,Marechal,2017-05-22,diverse,2021-04-13,active,,admin,Marie-Therese-Tintzmann-Gasse 11,56344,Monschau
zm57gsaj,AntKeu,AnKe0056@stud.hs-kl.de,Anto,Keudel,2003-10-28,male,2020-12-22,banned,,admin,Schülerallee 8/8,96259,Ochsenfurt
aedkzqut,JosVoi,JoVo0096@stud.hs-kl.de,Josette,Voisin,1988-07-09,diverse,2020-09-05,inactive,,admin,Hörleweg 9,77632,Dachau
po2pbkc0,RoyHaa,RoHa0081@stud.hs-kl.de,Roy,Haas,1986-12-16,diverse,2020-10-02,inactive,,user,Annika-Wilms-Allee 230,72924,Wanzleben
v80ykoym,HanWei,HaWe0061@stud.hs-kl.de,Hans-Rudolf,Weiß,1995-01-05,male,2021-07-16,inactive,,admin,Jüttnerplatz 34,82187,Oranienburg
a5nmec3z,VérCor,VéCo0061@stud.hs-kl.de,Véronique,Cordier,1973-12-09,diverse,2020-08-27,banned,,admin,Frankegasse 98,31843,Cottbus
pxb969gr,PauLec,PaLe0092@stud.hs-kl.de,Paul,Leclercq,2012-02-08,diverse,2019-11-11,banned,,admin,Trubinallee 42,21844,Wetzlar
x6ow4f7u,JonGar,JoGa0005@stud.hs-kl.de,Jon,Garrison,2018-08-29,female,2020-03-04,active,,admin,Drubingasse 7,61137,Gotha
qpq3ro6h,BriRee,BrRe0077@stud.hs-kl.de,Brittany,Reed,2010-11-16,male,2019-09-29,inactive,,user,Julius-Ackermann-Platz 6,12709,Schwäbisch Gmünd
m6upv186,AlfMei,AlMe0081@stud.hs-kl.de,Alfons,Meister,2002-04-16,diverse,2020-10-21,inactive,,user,Jonathan-Fröhlich-Ring 6,38950,Wismar
orz3m8aw,MarMet,MaMe0019@stud.hs-kl.de,Marie,Metz,2007-02-17,female,2020-10-17,inactive,,admin,Ibrahim-Harloff-Straße 24,48991,Potsdam
bipsb4im,EugFab,EuFa0051@stud.hs-kl.de,Eugène,Fabre,1998-11-08,male,2020-11-19,inactive,,user,Hofmannweg 98,89175,Perleberg
967u1qfn,AnnHam,AnHa0094@stud.hs-kl.de,Anne,Hamon,1996-01-19,male,2021-05-30,banned,,user,Mälzerplatz 289,82682,Hannoversch Münden
ojwlo75t,NoéRoc,NoRo0096@stud.hs-kl.de,Noémi,Roche,1996-01-31,diverse,2021-05-22,active,,admin,Tintzmanngasse 4,91943,Klötze
byk13idh,StéJac,StJa0082@stud.hs-kl.de,Stéphanie,Jacquet,1987-06-12,male,2020-02-21,active,,user,Hasan-Oderwald-Allee 95,74378,Viersen
79nmr52j,RebJoh,ReJo0002@stud.hs-kl.de,Rebecca,Johnson,2005-01-08,diverse,2020-11-10,active,,user,Winklerstraße 4,99681,Genthin
48963u57,SilDav,SiDa0071@stud.hs-kl.de,Silke,Davids,2011-03-12,diverse,2020-10-02,inactive,,admin,Mirjana-Löwer-Weg 49,83220,Ebersberg
d8wqzf1u,CanThi,CaTh0014@stud.hs-kl.de,Canan,Thies,1974-07-07,female,2019-09-10,banned,,user,Guenter-Kitzmann-Straße 3,03396,Altentreptow
y345bi6s,VanMil,VaMi0068@stud.hs-kl.de,Vanessa,Miller,1985-02-09,female,2021-01-15,banned,,user,Radischring 640,67752,Hildesheim
mbucbvpo,BreFer,BrFe0056@stud.hs-kl.de,Brenda,Fernandez,1988-11-29,female,2020-04-09,banned,,admin,Friedhold-Barth-Ring 497,80257,Wittstock
pe3e37z6,MarFie,MaFi0001@stud.hs-kl.de,Marisa,Fiebig,1974-10-16,female,2020-02-23,banned,,admin,Roland-Dobes-Gasse 8,03288,Wolmirstedt
ksr4jo3g,LisCru,LiCr0025@stud.hs-kl.de,Lisa,Cruz,2006-11-22,female,2020-10-04,banned,,user,Stiffelweg 7,97315,Malchin
nkkc019m,HélBou,HéBo0016@stud.hs-kl.de,Hélène,Bouvet,1974-04-30,diverse,2019-09-19,active,,admin,Elfie-Wirth-Weg 6/4,11263,Regen
3qwvv6ut,GunMen,GuMe0085@stud.hs-kl.de,Gundi,Mende,2005-11-29,male,2021-04-30,banned,,admin,Bolnbachstr. 199,97629,Saulgau
ge9fplbl,FraThi,FrTh0092@stud.hs-kl.de,Franziska,Thies,2011-01-03,female,2020-05-31,inactive,,user,Annaliese-Beier-Straße 1/8,22286,Weimar
wmpu9rut,ErwSch,ErSc0041@stud.hs-kl.de,Erwin,Scholl,2007-05-20,female,2020-10-21,banned,,admin,Fritz-Roskoth-Allee 5,89952,Saulgau
kbunxlqa,HorKar,HoKa0005@stud.hs-kl.de,Horst-Dieter,Karge,1995-07-12,female,2021-05-05,banned,,user,Stollweg 616,16823,Angermünde
iiei0xoe,AugMen,AuMe0002@stud.hs-kl.de,Augustin,Menard,1995-07-18,male,2020-05-12,inactive,,user,Ivo-Noack-Ring 1/3,08806,Görlitz
08n37nfd,AgnCoh,AgCo0006@stud.hs-kl.de,Agnès,Cohen,1979-04-24,diverse,2020-05-09,banned,,user,Janina-Tlustek-Allee 0/8,55590,Neuruppin
5wwgr0fv,RudSch,RuSc0005@stud.hs-kl.de,Rudolph,Scheel,2003-06-05,female,2020-09-15,inactive,,admin,Benderring 816,95422,Dachau
9c3rodth,CarAtz,CaAt0088@stud.hs-kl.de,Caren,Atzler,1994-07-08,male,2020-01-10,active,,user,Elly-Stahr-Straße 4,23876,Halberstadt
97v20q85,KarSch,KaSc0074@stud.hs-kl.de,Karlfried,Schuchhardt,1973-06-05,male,2020-06-22,inactive,,user,Harriet-Scholl-Straße 7/8,06320,Ludwigslust
dtjm1tu8,HanPru,HaPr0098@stud.hs-kl.de,Hannah,Pruschke,1996-11-09,diverse,2019-12-01,banned,,admin,Bianca-Preiß-Platz 76,10390,Schwäbisch Gmünd
nxqhbsri,TarSmi,TaSm0012@stud.hs-kl.de,Tara,Smith,2021-03-27,female,2021-02-09,active,,admin,Börnerstr. 5/8,37483,Aachen
1wfxeqdw,GesSch,GeSc0053@stud.hs-kl.de,Gesine,Schönland,2001-10-28,diverse,2020-11-22,banned,,user,Irmtrud-Renner-Straße 023,85617,Neubrandenburg
xmbrofem,RacPer,RaPe0052@stud.hs-kl.de,Rachel,Perez,2004-12-14,male,2021-06-15,inactive,,admin,Wesackweg 624,78121,Gadebusch
odunnb3u,GuiDöh,GuDö0054@stud.hs-kl.de,Guido,Döhn,1994-04-25,female,2019-08-29,banned,,admin,Schönlandstraße 87,54871,Deggendorf
qrm149lh,JulPar,JuPa0039@stud.hs-kl.de,Julie,Parent,2014-09-03,female,2021-05-30,banned,,admin,Jolanthe-Oderwald-Straße 532,65465,Schmölln
to3804cg,ColMau,CoMa0053@stud.hs-kl.de,Colette,Maury,1999-05-25,diverse,2020-10-30,active,,admin,Ringring 1,20154,Roding
5dmlxlta,MegCha,MeCh0034@stud.hs-kl.de,Meghan,Chapman,2005-01-03,diverse,2020-01-21,active,,admin,Reutergasse 1/0,96684,Geldern
x6atc9vf,LarSch,LaSc0015@stud.hs-kl.de,Larissa,Schmidtke,1995-03-05,female,2021-05-06,inactive,,user,Clarissa-Noack-Gasse 897,05820,Miesbach
a23rms7h,SelSch,SeSc0087@stud.hs-kl.de,Selma,Scholl,2004-09-10,male,2021-07-10,banned,,admin,Steffen-Wulff-Weg 050,42533,Meißen
5xhpdjdv,ÉmiMar,ÉmMa0033@stud.hs-kl.de,Émilie,Martinez,2002-04-11,diverse,2021-02-12,banned,,admin,Kargeallee 44,97241,Darmstadt
zu3jknjd,NatJam,NaJa0061@stud.hs-kl.de,Natasha,James,2000-11-01,diverse,2020-08-18,inactive,,admin,Kunigunde-Briemer-Straße 6,79120,Uelzen
sbz9lh3q,KenBol,KeBo0057@stud.hs-kl.de,Kenneth,Bolnbach,1999-09-26,male,2020-01-17,inactive,,user,Barthring 515,73066,Wolgast
q4c9x0ve,HenRei,HeRe0044@stud.hs-kl.de,Henni,Reichmann,1988-09-03,male,2020-10-03,active,,user,Seipplatz 125,34882,Schwäbisch Hall
s8wxzofp,ZbiMar,ZbMa0023@stud.hs-kl.de,Zbigniew,Martin,1989-06-30,male,2019-12-19,inactive,,admin,Tlustekstraße 4,36738,Meppen
1zoc136h,SalRob,SaRo0017@stud.hs-kl.de,Sally,Robertson,1993-04-12,male,2021-05-01,inactive,,user,Geislerstr. 6/4,93319,Lüdinghausen
zebxhm98,MarKra,MaKr0046@stud.hs-kl.de,Marina,Krause,2015-10-17,diverse,2021-04-10,inactive,,user,Francis-Ullmann-Weg 99,65332,Luckau
rqqcc0em,ChrMeu,ChMe0047@stud.hs-kl.de,Christine,Meunier,1977-10-15,female,2019-09-19,active,,admin,Tadeusz-Hiller-Weg 611,58217,Wunsiedel
1dfmsoxm,FreGie,FrGi0071@stud.hs-kl.de,Freia,Gierschner,1974-07-14,diverse,2020-06-27,banned,,admin,Beate-Neuschäfer-Platz 87,10934,Ebern
eeate4jk,NanMan,NaMa0075@stud.hs-kl.de,Nancy,Mann,1978-09-04,female,2021-04-29,active,,user,Paffrathgasse 094,16787,Soest
87ljfcd6,ChrMöc,ChMö0092@stud.hs-kl.de,Christos,Möchlichen,2015-09-21,female,2021-03-26,inactive,,user,Waltraut-Heinz-Ring 90,24652,Jülich
m6f8rhwc,MaxBen,MaBe0091@stud.hs-kl.de,Maximilian,Bender,1983-07-09,diverse,2019-11-24,active,,user,Sonja-Trommler-Ring 317,62220,Oberviechtach
dmfmnueq,VirFau,ViFa0064@stud.hs-kl.de,Virginie,Faure,2005-06-13,male,2020-01-02,active,,admin,Nettering 48,23082,Fallingbostel
r5jhbmfp,CarMoo,CaMo0011@stud.hs-kl.de,Carolyn,Moore,1978-04-05,male,2019-07-30,active,,admin,Barkholzring 8,14790,Weißwasser
xkfxio2e,ElmHen,ElHe0087@stud.hs-kl.de,Elmar,Hendriks,2010-08-22,diverse,2020-07-21,inactive,,user,Rosemannallee 815,42673,Hettstedt
as1ost7a,HonMau,HoMa0041@stud.hs-kl.de,Honoré,Maury,2004-03-21,male,2019-09-29,active,,admin,Hans-Herbert-Zänker-Gasse 55,48135,Rockenhausen
1kjhgvx4,GeoJac,GeJa0024@stud.hs-kl.de,Georges,Jacob,1994-02-24,male,2021-04-09,inactive,,user,Jäntschgasse 297,37797,Duderstadt
hng1d95d,JamHog,JaHo0035@stud.hs-kl.de,James,Hogan,1989-03-30,female,2021-01-16,inactive,,user,Mahmoud-Mühle-Allee 782,37067,Bützow
y6cazjhb,DenSti,DeSt0036@stud.hs-kl.de,Denis,Stiffel,2008-07-19,female,2019-07-18,inactive,,user,Södingplatz 673,01064,Belzig
5qunq71e,ScoDay,ScDa0043@stud.hs-kl.de,Scott,Day,1974-11-02,male,2021-07-01,banned,,user,Schachtallee 6/6,22408,Brandenburg
fymusibj,JacAda,JaAd0053@stud.hs-kl.de,Jacob,Adams,1987-08-22,female,2021-07-16,inactive,,admin,Geza-Seidel-Weg 24,24958,Biedenkopf
k4yug80c,AliPet,AlPe0013@stud.hs-kl.de,Alice,Petitjean,1982-06-09,male,2021-03-16,inactive,,admin,Adlerweg 657,95505,Schweinfurt
2om4xqnq,JulWhi,JuWh0091@stud.hs-kl.de,Julie,Whitehead,1985-02-19,male,2021-06-23,banned,,admin,Aumanngasse 612,14382,Kronach
9bp0g3kf,CarHer,CaHe0092@stud.hs-kl.de,Carolyn,Hernandez,1986-09-25,diverse,2021-04-24,active,,user,Sükrü-Anders-Weg 1/1,84553,Klötze
3z1z7ulr,PamAnd,PaAn0054@stud.hs-kl.de,Pamela,Anderson,1970-03-20,male,2020-04-19,banned,,admin,Raymund-Paffrath-Allee 7/0,47376,Schwandorf
n5id905h,ChrCon,ChCo0001@stud.hs-kl.de,Christopher,Conrad,2002-02-25,male,2019-09-21,inactive,,user,Zahnplatz 9/5,98985,Rostock
6zzlb7yu,MelHum,MeHu0089@stud.hs-kl.de,Melanie,Humphrey,1984-02-24,diverse,2020-07-03,inactive,,admin,Hoffmannstraße 156,38287,Badibling
s06cy05g,AutBen,AuBe0063@stud.hs-kl.de,Autumn,Bennett,2014-05-23,diverse,2019-10-29,inactive,,admin,Francisco-Dowerg-Platz 5/9,33385,Hildburghausen
razu2iso,SteKre,StKr0049@stud.hs-kl.de,Stefano,Kreusel,2015-03-02,male,2020-01-29,active,,admin,Nuray-Werner-Allee 84,96139,Wertingen
ay3pbi77,AlpChr,AlCh0002@stud.hs-kl.de,Alphonse,Chretien,2001-03-27,female,2020-01-28,banned,,admin,Geislerplatz 2,35772,Stuttgart
pvzuh52c,LesTra,LeTr0028@stud.hs-kl.de,Leszek,Trapp,2010-02-01,male,2020-04-05,banned,,admin,Scheibeplatz 0/7,72364,Hettstedt
3r58kgp2,EugDan,EuDa0002@stud.hs-kl.de,Eugène,Daniel,2018-06-05,female,2021-01-11,inactive,,admin,Metzweg 70,13585,Main-Höchst
d5xw0z08,AmaKin,AmKi0003@stud.hs-kl.de,Amanda,King,2018-10-11,female,2020-07-09,active,,admin,Mudestr. 82,96908,Zossen
kflzma7o,SamJen,SaJe0075@stud.hs-kl.de,Samantha,Jenkins,1985-11-03,diverse,2020-04-03,inactive,,user,Beata-Ortmann-Allee 69,49894,Kulmbach
l7tu52gk,JasBra,JaBr0051@stud.hs-kl.de,Jason,Bradshaw,2003-02-07,female,2021-01-17,active,,user,Mendeplatz 50,18373,Bitterfeld
s3zc71zv,KlaDow,KlDo0075@stud.hs-kl.de,Klaas,Dowerg,1993-04-23,female,2021-03-12,active,,admin,Rudolphstr. 140,99751,Neuruppin
j9iv3w32,KriHöf,KrHö0054@stud.hs-kl.de,Kriemhild,Höfig,1970-10-20,male,2020-01-05,active,,user,Gröttnergasse 9/3,39998,Göttingen
yo5wckcw,SteMac,StMa0001@stud.hs-kl.de,Stephen,Mack,1984-02-20,diverse,2019-10-24,inactive,,user,Rosenowallee 6,91702,Saarbrücken
rqcjuxxm,LucVal,LuVa0041@stud.hs-kl.de,Luc,Valentin,2000-05-28,female,2020-05-10,inactive,,user,Oda-Spieß-Allee 90,98969,Bad Kreuznach
8lzdjprd,HorGro,HoGr0039@stud.hs-kl.de,Hortense,Gros,2016-08-27,diverse,2019-11-28,banned,,admin,Döhnallee 8,46686,Stollberg
kmeymy0s,RegSch,ReSc0066@stud.hs-kl.de,Regina,Schweitzer,1995-12-03,male,2020-02-15,banned,,admin,Jacek-Schuster-Straße 905,56493,Main-Höchst
eijd4tjz,PatMor,PaMo0042@stud.hs-kl.de,Patricia,Morvan,2002-05-20,male,2019-11-25,banned,,user,Pölitzgasse 58,09545,Burgdorf
rkb4t23r,BenDes,BeDe0035@stud.hs-kl.de,Benoît,Deschamps,2013-05-20,female,2020-10-16,banned,,admin,Börnergasse 949,38611,Freital
4b1bneni,KlaKil,KlKi0084@stud.hs-kl.de,Klaus-Jürgen,Killer,2009-11-18,diverse,2020-08-14,banned,,admin,Gertrude-Rogner-Platz 139,29131,Freudenstadt
zfgc5sx2,UndBri,UnBr0082@stud.hs-kl.de,Undine,Briemer,1985-11-23,diverse,2021-03-27,inactive,,admin,Gutknechtring 9,39229,Flöha
uztnnhtw,TarRus,TaRu0015@stud.hs-kl.de,Tara,Russell,1974-02-18,diverse,2021-04-09,active,,user,Hasan-Junken-Gasse 5,95820,Saarbrücken
g8noux22,LorMar,LoMa0008@stud.hs-kl.de,Lorraine,Marie,1997-10-02,diverse,2020-08-24,active,,admin,Hölzenbecherplatz 651,67331,Freital
oif74gg4,IrmBei,IrBe0024@stud.hs-kl.de,Irmgard,Beier,2006-10-22,diverse,2021-05-19,inactive,,user,Hillerplatz 3/2,10410,Eichstätt
7qtspucu,GreVil,GrVi0059@stud.hs-kl.de,Gregory,Villanueva,1999-08-25,male,2020-03-27,active,,admin,Egbert-Ditschlerin-Weg 32,13096,Lobenstein
tu2wc1rb,JanSny,JaSn0009@stud.hs-kl.de,Janet,Snyder,1972-10-28,female,2021-01-02,active,,user,Kenneth-Becker-Weg 388,69693,Koblenz
qw1ukpae,ClaCle,ClCl0028@stud.hs-kl.de,Claire,Clement,1988-11-10,female,2020-08-10,active,,admin,Adolphstr. 71,68238,Waldmünchen
xad05l94,GeoDel,GeDe0086@stud.hs-kl.de,Georges,Delorme,2017-03-04,diverse,2019-10-07,banned,,user,Ditschlerinplatz 2,93247,Passau
3fsow3vo,RenEtz,ReEt0036@stud.hs-kl.de,Rena,Etzler,1981-04-10,female,2020-05-10,banned,,admin,Beckerring 959,21477,Kulmbach
wbt99jkx,ÉdiMar,ÉdMa0091@stud.hs-kl.de,Édith,Marchand,1993-08-03,female,2020-09-02,inactive,,admin,Baumplatz 0/0,67253,Weißwasser
