cardID,username,email,prename,surname,birthDate,sex,validityDate,state,note,rights,street,postcode,city8rjfs8st,piusch,pisc0001@stud.hs-kl.de,Pius,Schmidt,1989-12-23,female,2021-05-13,inactive,note,admin,Friedhilde-Gröttner-Platz 75,16775,Bad Langensalza
0l4z41xq,annror,anro0001@stud.hs-kl.de,Anna,Rörricht,2019-09-03,diverse,2020-03-27,active,note,admin,Reingard-Schmiedt-Allee 51,76363,Ebern
lwb2bwn0,rolpon,ropo0001@stud.hs-kl.de,Roland,Pons,2006-04-29,male,2021-06-18,inactive,note,user,Inken-Liebelt-Allee 4/4,75623,Seelow
xfkyeid9,robhar,roha0001@stud.hs-kl.de,Robert,Harper,2006-03-23,female,2020-10-05,banned,note,user,Junckenplatz 76,51466,Vechta
10w1c23j,kevjon,kejo0001@stud.hs-kl.de,Kevin,Jones,2019-12-14,female,2020-07-06,active,note,admin,Gunther-Jähn-Weg 69,56852,Kötzting
chn9958a,tamboo,tabo0001@stud.hs-kl.de,Tammy,Booth,1997-07-25,female,2020-03-13,active,note,admin,Eigenwilligring 570,05145,Ingolstadt
yh4k7pd1,raywil,rawi0001@stud.hs-kl.de,Raymond,Williams,2020-12-22,female,2020-10-26,active,note,admin,Hofmannstraße 47,58549,Staßfurt
0n7jqicd,chrde ,chde0001@stud.hs-kl.de,Christophe,De Oliveira,2018-10-30,female,2020-03-04,inactive,note,user,Scheuermannallee 49,46273,Chemnitz
dgkfgea1,thefou,thfo0001@stud.hs-kl.de,Théophile,Fouquet,1972-07-10,male,2019-09-05,active,note,user,Delia-Löffler-Straße 7,91927,Sangerhausen
4agvpyrg,lilsch,lisc0001@stud.hs-kl.de,Lilly,Scheibe,1985-03-24,diverse,2019-11-26,active,note,admin,Marlies-Johann-Platz 4,19665,Neustadtner Waldnaab
wt7kpmck,marbyr,maby0001@stud.hs-kl.de,Maria,Byrd,2018-05-05,diverse,2020-04-15,active,note,admin,Hethurstr. 224,65229,Donaueschingen
zwuuzj8y,pievai,piva0001@stud.hs-kl.de,Pierre,Vaillant,1973-12-22,male,2020-10-07,banned,note,user,Marika-Dörschner-Gasse 6/1,70199,Eisenhüttenstadt
3v2x8d00,paurey,pare0001@stud.hs-kl.de,Pauline,Reynaud,2018-11-29,female,2019-07-29,banned,note,user,Kitzmannstr. 1/3,11321,Kyritz
imh7r95t,ryawoo,rywo0001@stud.hs-kl.de,Ryan,Wood,1970-12-18,male,2019-10-27,inactive,note,user,Sibilla-Jockel-Allee 7,02724,Rehau
lcylrsi5,antevr,anev0001@stud.hs-kl.de,Antoinette,Evrard,2008-05-19,diverse,2019-09-15,banned,note,admin,Vincent-Metz-Straße 1/6,05407,Neuss
pycbf0b2,luzort,luor0001@stud.hs-kl.de,Luzia,Ortmann,2014-02-14,female,2021-04-14,inactive,note,user,Randolf-Paffrath-Allee 68,78420,Lüdenscheid
u1jvif99,antmat,anma0001@stud.hs-kl.de,Anthony,Matthews,2012-09-26,diverse,2021-03-07,inactive,note,admin,Alexa-Kabus-Weg 238,50420,Forst
o40jnnp1,marpie,mapi0001@stud.hs-kl.de,Margot,Pierre,2011-08-30,female,2019-08-06,banned,note,admin,Hellmut-Sager-Ring 6,80760,Worbis
sr687abm,shiwoo,shwo0001@stud.hs-kl.de,Shirley,Wood,1986-05-15,diverse,2020-09-21,active,note,admin,Phillip-Gutknecht-Allee 197,51113,Eichstätt
kbc5gna4,honlom,holo0001@stud.hs-kl.de,Honoré,Lombard,2011-06-19,male,2020-01-29,active,note,admin,Grein Grothgasse 2,65092,Querfurt
98lmf0yr,patger,page0001@stud.hs-kl.de,Patrick,Germain,1991-06-30,male,2021-06-28,inactive,note,admin,Gisela-Kensy-Platz 5,54375,Gießen
79v7zas5,ronall,roal0001@stud.hs-kl.de,Ronald,Allen,1997-10-12,diverse,2019-10-20,inactive,note,user,Christophstraße 55,37758,Darmstadt
qxpgtjzt,megtay,meta0001@stud.hs-kl.de,Megan,Taylor,1989-07-18,diverse,2019-09-03,banned,note,admin,Weinhageplatz 694,28406,Mainburg
c016duuw,celgir,cegi0001@stud.hs-kl.de,Céline,Girard,1988-03-04,female,2019-11-13,inactive,note,admin,Handering 558,81037,Ebermannstadt
z57jeme8,termax,tema0001@stud.hs-kl.de,Terry,Maxwell,1985-01-23,male,2019-11-18,inactive,note,user,Radmila-Dörr-Ring 279,45873,Dieburg
kqxyh06p,istack,isac0001@stud.hs-kl.de,Istvan,Ackermann,1973-06-28,diverse,2020-02-08,inactive,note,admin,Oliver-Kaul-Allee 9/2,64106,Goslar
y48yutl9,cargud,cagu0001@stud.hs-kl.de,Carmine,Gude,1977-02-05,female,2021-06-13,inactive,note,user,Carolina-Klotz-Weg 662,54941,Eisenach
re9e2fs8,jacmar,jama0001@stud.hs-kl.de,Jacqueline,Martel,2000-07-03,male,2021-07-06,banned,note,admin,Winklerstr. 97,38602,Ochsenfurt
wzs4qs7v,odebau,odba0001@stud.hs-kl.de,Odette,Baudry,1975-06-24,diverse,2021-05-20,inactive,note,user,Sonia-Trupp-Platz 762,28231,Dinslaken
oiaig497,danpol,dapo0001@stud.hs-kl.de,Danica,Pölitz,2004-08-29,diverse,2021-06-17,inactive,note,admin,Abram-Rogge-Weg 855,25342,Nabburg
gugskprx,amytay,amta0001@stud.hs-kl.de,Amy,Taylor,2004-12-29,male,2020-05-01,inactive,note,user,Adalbert-Heß-Gasse 8,95360,Ahaus
9hm6xm6k,rogfab,rofa0001@stud.hs-kl.de,Roger,Fabre,2019-02-26,female,2019-11-10,banned,note,user,Gertzallee 938,32806,Aurich
eyt7x9tg,cladoh,cldo0001@stud.hs-kl.de,Clarissa,Döhn,2001-10-01,diverse,2020-01-23,active,note,admin,Stolzeweg 4,01186,Bayreuth
4zhb6xpt,steale,stal0001@stud.hs-kl.de,Stephanie,Alexander,1984-08-10,female,2021-04-30,inactive,note,user,Francesco-Herrmann-Ring 8,69483,Emmendingen
ewx0op66,joswie,jowi0001@stud.hs-kl.de,José,Wiek,2019-03-15,diverse,2021-06-30,inactive,note,user,Bruni-Grein Groth-Weg 21,46945,Miesbach
z4fbvg0f,robzav,roza0001@stud.hs-kl.de,Robert,Zavala,1970-07-03,diverse,2020-12-02,inactive,note,user,Freddy-Dobes-Ring 6,94213,Erbisdorf
z2p0suso,dangre,dagr0001@stud.hs-kl.de,Daniel,Gregory,1991-12-06,male,2020-08-12,inactive,note,user,Anna-Lena-Hesse-Ring 401,63293,Warendorf
t4lqehwm,nicjen,nije0001@stud.hs-kl.de,Nicole,Jensen,1990-10-29,female,2021-06-05,banned,note,user,Wulfring 2/9,59107,Aue
1fzux488,ambmoo,ammo0001@stud.hs-kl.de,Amber,Moore,2007-07-25,diverse,2019-10-16,banned,note,admin,Adelheid-Wirth-Gasse 6/8,60909,Sangerhausen
gssi1j2g,monbro,mobr0001@stud.hs-kl.de,Monique,Brown,1982-11-21,female,2021-03-04,inactive,note,user,Anneli-Scheel-Ring 926,73983,Jessen
wsj2du2s,keitow,keto0001@stud.hs-kl.de,Keith,Townsend,2021-05-25,female,2021-05-04,active,note,user,Dörschnerstr. 68,76166,Querfurt
n4xf05rc,kursmi,kusm0001@stud.hs-kl.de,Kurt,Smith,2004-02-11,diverse,2020-12-02,inactive,note,admin,Haeringstr. 2/8,28047,Schwäbisch Gmünd
l0zki9rn,tayrob,taro0001@stud.hs-kl.de,Taylor,Robinson,1991-01-25,diverse,2021-05-16,banned,note,admin,Janusz-Kruschwitz-Gasse 0/5,11543,Schweinfurt
npjv74f3,bensco,besc0001@stud.hs-kl.de,Benjamin,Scott,2011-05-13,diverse,2019-08-21,inactive,note,user,Olav-Speer-Weg 253,75715,Günzburg
cetpu1fo,jefjon,jejo0001@stud.hs-kl.de,Jeffrey,Jones,2002-02-06,male,2021-07-02,banned,note,user,Milica-auch Schlauchin-Weg 7,54682,Eisenhüttenstadt
ywiow076,patlec,pale0001@stud.hs-kl.de,Patrick,Leconte,2014-02-14,diverse,2020-10-22,inactive,note,admin,Gudula-Lehmann-Platz 499,26407,Dinslaken
t0ild57i,etisan,etsa0001@stud.hs-kl.de,Étienne,Sanchez,1973-12-28,male,2020-10-06,active,note,admin,Frankegasse 27,36512,Wolfratshausen
l78xjpuz,frebru,frbr0001@stud.hs-kl.de,Frédérique,Bruneau,1970-04-07,female,2021-02-26,banned,note,admin,Heinzallee 82,73306,Grevesmühlen
jdcf6ipf,inkrup,inru0001@stud.hs-kl.de,Inka,Ruppersberger,1987-06-26,male,2020-06-03,inactive,note,user,Meryem-Dietz-Straße 476,05481,Peine
96fqja3z,adepir,adpi0001@stud.hs-kl.de,Adélaïde,Pires,2007-04-26,diverse,2021-07-04,active,note,user,Guteplatz 25,19038,Erding
vlwp4kky,chajon,chjo0001@stud.hs-kl.de,Charles,Jones,1994-09-07,diverse,2020-11-20,inactive,note,admin,Ron-Radisch-Gasse 1,28696,Wernigerode
l2x79jk4,charho,chrh0001@stud.hs-kl.de,Charles,Rhodes,1976-07-23,male,2019-07-29,banned,note,user,Plathplatz 27,47447,Böblingen
ukt1jv57,halwir,hawi0001@stud.hs-kl.de,Halil,Wirth,2019-01-28,male,2020-11-22,banned,note,user,Gnatzstraße 75,86718,Hechingen
3anhrim4,katmcd,kamc0001@stud.hs-kl.de,Kathryn,Mcdonald,1988-05-21,female,2019-10-29,active,note,user,Hakan-Trub-Platz 7,45290,Hofgeismar
f6hrlkak,pamtho,path0001@stud.hs-kl.de,Pamela,Thomas,2004-10-14,diverse,2019-09-11,banned,note,admin,Zimmerring 31,32940,Paderborn
aqilyfp4,ellcic,elci0001@stud.hs-kl.de,Elly,Cichorius,2009-09-20,female,2020-09-15,inactive,note,user,Bendergasse 1,42054,Monschau
y5baclhp,patgim,pagi0001@stud.hs-kl.de,Patrick,Gimenez,2017-11-08,male,2021-02-15,inactive,note,admin,Mitschkegasse 2/1,59046,Holzminden
ascqn16d,tasgre,tagr0001@stud.hs-kl.de,Tassilo,Grein Groth,2004-05-10,male,2020-10-17,inactive,note,user,Hajo-Holsten-Straße 8,73972,München
i4g10yow,jefgar,jega0001@stud.hs-kl.de,Jeffrey,Garcia,2018-10-03,male,2020-06-30,active,note,user,Stefan-Weihmann-Straße 3,93212,Ilmenau
84h664wi,mohsta,most0001@stud.hs-kl.de,Mohammed,Staude,2004-05-14,female,2021-07-13,inactive,note,admin,Ernst-Otto-Fröhlich-Ring 345,01963,Euskirchen
imem2az8,frasod,frso0001@stud.hs-kl.de,Frauke,Söding,1977-07-02,female,2019-08-27,active,note,user,Wesackweg 0,63605,Marktheidenfeld
bj8w3xt0,gabper,gape0001@stud.hs-kl.de,Gabriel,Peron,1980-12-12,female,2020-05-04,active,note,user,Haufferstraße 9/8,26847,Wolfach
vnd6pozr,katsch,kasc0001@stud.hs-kl.de,Kathleen,Schäfer,1978-12-18,male,2020-05-09,banned,note,user,Häringweg 4/9,07034,Perleberg
jyqh59l1,gersch,gesc0001@stud.hs-kl.de,Gertraut,Schleich,1975-01-06,diverse,2019-10-15,active,note,admin,Haaseweg 82,19850,Starnberg
828g71is,diaeng,dien0001@stud.hs-kl.de,Diana,English,2020-01-21,male,2021-03-06,banned,note,user,Bolzmannstr. 744,60924,Neustrelitz
49tzl32d,jeapre,jepr0001@stud.hs-kl.de,Jean,Prevost,1987-11-04,female,2020-12-06,active,note,admin,Vogtstraße 794,02803,Kassel
f9zcoadi,berfau,befa0001@stud.hs-kl.de,Bernadette,Faure,2008-09-23,female,2020-11-10,inactive,note,admin,Goran-Säuberlich-Platz 7,24079,Sankt Goarshausen
kv9xeund,marmal,mama0001@stud.hs-kl.de,Marianne,Mallet,1989-04-25,diverse,2021-01-16,banned,note,user,Erich-Jähn-Ring 6/0,72582,Neunburg vorm Wald
9r42xh9p,heinoh,heno0001@stud.hs-kl.de,Heike,Nohlmans,2015-04-07,male,2021-02-01,inactive,note,user,Trappstr. 84,64029,Parsberg
rwyrina2,robcar,roca0001@stud.hs-kl.de,Robin,Carr,2007-06-06,female,2020-10-04,active,note,user,Nikola-Hartmann-Gasse 8/1,72976,Fallingbostel
3bg5yjtk,barcar,baca0001@stud.hs-kl.de,Barbara,Carr,1995-12-14,diverse,2020-06-16,inactive,note,admin,Hartmannring 763,84347,Hamburg
l39cl5dn,gerpol,gepo0001@stud.hs-kl.de,Gerda,Pölitz,1990-08-26,diverse,2019-08-29,active,note,user,Adelgunde-Schuchhardt-Straße 2,14645,Fürstenfeldbruck
i6c9b8h9,marleg,male0002@stud.hs-kl.de,Margot,Leger,1996-02-17,female,2021-05-06,inactive,note,user,Anka-Zobel-Weg 7,15176,Bremervörde
vhdxzkg2,nikhof,niho0001@stud.hs-kl.de,Nikolaus,Höfig,1980-05-28,diverse,2020-03-13,inactive,note,admin,Nikolai-Naser-Gasse 1/1,03159,Miltenberg
qxhka325,erisam,ersa0001@stud.hs-kl.de,Éric,Samson,2014-12-19,female,2020-08-01,inactive,note,admin,Södinggasse 862,45448,Fürstenwalde
ya3ps3ly,chagon,chgo0001@stud.hs-kl.de,Charlotte,Goncalves,1996-08-20,female,2020-10-05,active,note,admin,Reichmannplatz 721,56642,Sankt Goarshausen
qdwit6lb,robleb,role0001@stud.hs-kl.de,Robert,Lebrun,1980-07-12,male,2020-05-28,banned,note,admin,Carstenstr. 819,69794,Niesky
6u36v49l,caclan,cala0001@stud.hs-kl.de,Cäcilie,Langern,1982-02-26,male,2019-10-25,inactive,note,admin,Louise-Jockel-Ring 0/9,81057,Holzminden
hqr3zlvh,osmfie,osfi0001@stud.hs-kl.de,Osman,Fiebig,2008-08-26,male,2021-03-03,active,note,user,Kuhlplatz 358,98228,Hohenmölsen
zuyq9bc6,heigud,hegu0001@stud.hs-kl.de,Heidelore,Gude,2004-07-03,female,2020-03-03,active,note,admin,Oxana-Gnatz-Gasse 00,94492,Northeim
0oa7bagn,petwel,pewe0001@stud.hs-kl.de,Peter,Welch,2020-01-19,female,2020-01-26,banned,note,admin,Beergasse 94,61120,Goslar
ohgvt3og,isalau,isla0001@stud.hs-kl.de,Isaac,Launay,2018-09-10,male,2020-06-17,banned,note,user,Herwig-Löchel-Platz 5/2,14661,Rosenheim
z34d7daj,natcha,nach0001@stud.hs-kl.de,Nathalie,Charrier,1984-05-28,diverse,2020-08-22,active,note,admin,Matthäiweg 3,33906,Rottweil
kid1olu0,andhar,anha0001@stud.hs-kl.de,Andrew,Hardy,1976-06-14,diverse,2021-04-24,inactive,note,user,Sigrid-auch Schlauchin-Platz 5,99592,Sebnitz
5ko59uv0,helgre,hegr0001@stud.hs-kl.de,Hélène,Grenier,1987-12-21,male,2019-09-15,active,note,user,Eimerplatz 595,55104,Bischofswerda
a8f9hlfc,shawil,shwi0001@stud.hs-kl.de,Shawn,Williams,1992-03-22,diverse,2020-02-27,banned,note,admin,Schlosserring 7/0,90631,Helmstedt
7qui6c2z,renper,repe0001@stud.hs-kl.de,René,Peron,2015-05-31,male,2020-08-22,inactive,note,user,Ziegertstr. 05,97446,Schlüchtern
08jts2c3,jaihol,jaho0001@stud.hs-kl.de,Jaime,Holland,2005-12-14,diverse,2019-11-18,inactive,note,admin,Meisterweg 42,00728,Garmisch-Partenkirchen
52cx6gsg,erijon,erjo0001@stud.hs-kl.de,Erin,Jones,2012-01-03,diverse,2020-02-02,banned,note,admin,Röhrdanzweg 468,13343,Koblenz
1wyltmb1,deapac,depa0001@stud.hs-kl.de,Deanna,Pace,1972-12-09,male,2020-06-22,inactive,note,admin,Aribert-Bauer-Weg 8,60192,Ravensburg
4iubve1p,kylone,kyon0001@stud.hs-kl.de,Kylie,Oneill,2010-05-15,male,2021-03-20,active,note,user,Geißlerplatz 828,64720,Eggenfelden
xgu6mo5k,ricgui,rigu0001@stud.hs-kl.de,Richard,Guillot,1997-03-18,male,2019-08-11,active,note,user,Pirmin-Bender-Weg 5,85280,Ebern
86cbyp22,susray,sura0001@stud.hs-kl.de,Susan,Raynaud,1973-02-10,female,2020-02-03,inactive,note,admin,Davidsplatz 7/6,13792,Neustrelitz
ifsjfx5e,jacwat,jawa0001@stud.hs-kl.de,Jacob,Watson,1972-05-26,male,2019-11-29,active,note,admin,Karl-Friedrich-Aumann-Ring 331,15587,Main-Höchst
y5r3e57w,macwar,mawa0001@stud.hs-kl.de,Mackenzie,Ward,1976-10-12,female,2019-08-20,active,note,user,Erhard-Speer-Ring 02,43466,Hünfeld
xg07hhh8,marbig,mabi0001@stud.hs-kl.de,Mario,Biggen,2000-10-26,male,2020-03-07,active,note,admin,Tintzmanngasse 4/0,54925,Jessen
88t0wk9m,stebar,stba0001@stud.hs-kl.de,Steven,Barnes,1982-12-29,male,2019-11-14,inactive,note,admin,Wilhelm-Atzler-Platz 954,60315,Burglengenfeld
4t68fecu,marste,mast0001@stud.hs-kl.de,Mary,Stewart,1978-06-29,diverse,2019-09-26,banned,note,admin,Austermühleplatz 5,42276,Schwerin
jkllbeqf,ulrbou,ulbo0001@stud.hs-kl.de,Ulrike,Boucsein,1980-09-09,male,2021-03-06,banned,note,admin,Ian-Winkler-Ring 0/7,70836,Parsberg
lppt6yop,konlor,kolo0001@stud.hs-kl.de,Konstanze,Lorch,1976-03-15,male,2020-07-28,active,note,admin,Junkenweg 5,16504,Riesa
09pz9c2q,josger,joge0001@stud.hs-kl.de,Josefine,Gerlach,1977-02-13,female,2020-12-07,banned,note,admin,Klemtstr. 160,88494,Meißen
g83qzaso,frespe,frsp0001@stud.hs-kl.de,Fred,Spence,1988-04-14,male,2021-05-24,inactive,note,admin,Ritterstr. 3/6,80250,Magdeburg
llvnk015,suspru,supr0001@stud.hs-kl.de,Suse,Pruschke,1982-04-16,diverse,2021-02-02,active,note,user,Jäntschallee 5,15674,Höxter
3rm3vkkw,robbul,robu0001@stud.hs-kl.de,Robert,Bullock,1985-10-19,female,2021-02-23,active,note,user,Bohlanderplatz 97,95212,Nordhausen
dictpgg5,melric,meri0001@stud.hs-kl.de,Melissa,Rice,2005-01-22,diverse,2021-03-09,banned,note,admin,Jacobplatz 84,18258,Neuruppin
yknxh2rq,clafie,clfi0001@stud.hs-kl.de,Claus-Peter,Fiebig,2000-02-23,male,2019-11-05,banned,note,user,Meral-Schweitzer-Ring 15,51904,Gießen
57y7t9lh,vicjac,vija0001@stud.hs-kl.de,Victor,Jacobi Jäckel,1991-11-10,male,2020-06-26,inactive,note,user,Naserweg 23,84916,Olpe
k6icbzos,valdel,vade0001@stud.hs-kl.de,Valérie,Delaunay,1975-05-10,male,2020-06-07,banned,note,admin,Erna-Weimer-Gasse 61,91008,Wiedenbrück
snuelpsp,nadkar,naka0001@stud.hs-kl.de,Nadia,Karz,2014-07-16,diverse,2021-01-08,banned,note,admin,Seipstr. 4/4,79758,Ludwigsburg
ba1p2alc,ginarn,giar0001@stud.hs-kl.de,Gina,Arnold,1986-04-24,diverse,2021-07-14,active,note,admin,Nadin-Zorbach-Platz 1,43229,Vohenstrauß
u0s5jlmt,anadup,andu0001@stud.hs-kl.de,Anastasie,Dupre,1993-10-05,male,2021-06-17,banned,note,admin,Truppring 905,79789,Wismar
b5aez4hk,elivil,elvi0001@stud.hs-kl.de,Elizabeth,Villarreal,1976-07-11,male,2020-03-11,banned,note,user,Marlene-Trommler-Ring 8,24401,Gera
h9tqb8ne,scosan,scsa0001@stud.hs-kl.de,Scott,Santos,1993-01-24,diverse,2019-07-29,active,note,admin,Kira-Kranz-Allee 0/6,57550,Hagenow
r5w3xxbq,raygon,rago0001@stud.hs-kl.de,Raymond,Gonzalez,1995-01-25,diverse,2020-03-25,inactive,note,admin,Köhlerweg 0/1,19270,Roth
todo54ye,davagu,daag0001@stud.hs-kl.de,David,Aguilar,2015-11-17,male,2019-12-04,banned,note,admin,Ayten-Klemt-Weg 3,85454,Lemgo
sp0eorl8,thedel,thde0001@stud.hs-kl.de,Théophile,Delmas,2003-03-06,male,2019-08-02,active,note,admin,Adolphweg 7,95584,Halberstadt
hi0fuaqz,heirei,here0001@stud.hs-kl.de,Heinz-Gerd,Reinhardt,1992-10-11,female,2020-02-15,banned,note,admin,Dorothe-Rudolph-Straße 6,30843,Biedenkopf
qmrcvsf2,edwfre,edfr0001@stud.hs-kl.de,Edwin,Frederick,1996-01-17,female,2020-03-15,inactive,note,admin,Fischerstraße 000,06598,Chemnitz
bloq8gqm,alegil,algi0001@stud.hs-kl.de,Alexandrie,Gilles,1973-11-25,female,2021-04-24,banned,note,admin,Kabusallee 1,07358,Weimar
hhjtmefh,pausch,pasc0001@stud.hs-kl.de,Paul,Scholz,1991-03-10,male,2020-12-09,active,note,admin,Holzapfelweg 8/1,00319,Hildesheim
3jy0yd5s,lutott,luot0001@stud.hs-kl.de,Lutz,Otto,1989-03-25,male,2020-04-30,inactive,note,user,Schusterstr. 0,35487,Fürstenwalde
yc7u1828,thetay,thta0001@stud.hs-kl.de,Theresa,Taylor,1992-01-22,male,2020-10-18,inactive,note,user,Victor-Bonbach-Platz 4/2,12571,Havelberg
z1fi9yhu,eliden,elde0001@stud.hs-kl.de,Élisabeth,Denis,2007-12-29,female,2020-02-06,banned,note,user,Pieperallee 248,95647,Wolfratshausen
6x6994jk,gorbah,goba0001@stud.hs-kl.de,Gordana,Bähr,1970-10-06,male,2020-10-11,inactive,note,user,Kornelia-Müller-Weg 6,13269,Worbis
e4czqvee,kurdor,kudo0001@stud.hs-kl.de,Kurt,Dörschner,2014-07-13,female,2019-12-23,banned,note,admin,Ulrike-Stumpf-Allee 64,27981,Berchtesgaden
bxujje0h,andros,anro0002@stud.hs-kl.de,Andrew,Ross,2012-10-17,female,2019-12-23,banned,note,admin,Aumannring 12,34901,Burg
y44xiaxx,adeles,adle0001@stud.hs-kl.de,Adélaïde,Lesage,2004-05-17,diverse,2021-01-03,active,note,admin,Mehmet-Stroh-Gasse 8/6,82407,Sankt Goarshausen
jrvr143x,tonric,tori0001@stud.hs-kl.de,Tonya,Richmond,2015-04-01,diverse,2019-11-26,active,note,user,Lothar-Weinhage-Platz 359,48685,Güstrow
svx27gkt,antchr,anch0001@stud.hs-kl.de,Antonios,Christoph,1978-02-05,male,2020-04-18,banned,note,admin,Casparallee 280,71911,Burg
r1kd5aun,davbar,daba0001@stud.hs-kl.de,David,Baron,2008-05-12,diverse,2019-08-26,inactive,note,user,Klaas-Köster-Platz 6,70114,Schleiz
lesgudv8,marwil,mawi0001@stud.hs-kl.de,Margaret,Williams,2009-01-04,female,2019-12-16,inactive,note,user,Säuberlichstraße 6/9,31706,Dresden
cxenva2c,derpay,depa0002@stud.hs-kl.de,Derek,Payne,2008-04-17,diverse,2020-01-27,banned,note,admin,Hendriksstr. 38,32643,Bernburg
8kky3ofi,odeher,odhe0001@stud.hs-kl.de,Odette,Hernandez,1987-09-10,male,2021-03-27,inactive,note,admin,Patbergstr. 47,11981,Bützow
74m03kyk,sarriv,sari0001@stud.hs-kl.de,Sara,Rivera,1994-04-19,diverse,2021-02-06,inactive,note,user,Arnfried-Bolander-Gasse 1,64572,Grafenau
sqrsf2hl,fraalb,fral0001@stud.hs-kl.de,François,Albert,1996-10-12,female,2020-06-12,inactive,note,user,Rognerstraße 28,72743,Oschatz
cgu4hile,fraand,fran0001@stud.hs-kl.de,Frances,Anderson,1975-07-15,male,2020-02-23,active,note,admin,Anita-Drewes-Straße 89,60451,Osterode am Harz
8kam0twa,lauguy,lagu0001@stud.hs-kl.de,Laurence,Guyon,2021-02-04,male,2019-08-10,active,note,user,Schülerallee 691,58160,Bremen
yfdm8cfj,artsch,arsc0001@stud.hs-kl.de,Arthur,Schüler,2018-01-06,female,2020-09-15,banned,note,user,Kreinring 68,84059,Dachau
4irjhwcn,slamuh,slmu0001@stud.hs-kl.de,Slavko,Mühle,1993-08-11,female,2021-04-12,banned,note,admin,Ludmila-Schuster-Ring 1/6,02660,Bergzabern
zfnvsh2s,marval,mava0001@stud.hs-kl.de,Marie,Valette,1971-12-20,male,2021-05-13,active,note,user,Gilbert-Textor-Weg 41,11955,Ansbach
4m5ye03i,sebhoa,seho0001@stud.hs-kl.de,Sébastien,Hoarau,1998-12-07,diverse,2019-12-02,active,note,user,Reuterweg 8/4,89413,Chemnitz
hwl6f08w,kenand,kean0001@stud.hs-kl.de,Kenneth,Anderson,1996-11-09,male,2020-06-25,banned,note,admin,Thiesring 4/1,11619,Lichtenfels
owtco96o,linho,liho0001@stud.hs-kl.de,Linda,Ho,1973-11-21,male,2020-11-05,active,note,user,Hentschelstr. 931,39000,Eisleben
